396135,Prof.,German,I,Sheppard,M,german.sheppard@gmail.com,Lamar Sheppard,Erin Sheppard,10/24/2014,2.76,110021,Matthews,NC
966525,Mr.,Dion,U,Duffy,M,dion.duffy@aol.com,Tim Duffy,Carmen Duffy,1/16/2017,0.53,124074,Plainfield,NJ
362287,Mr.,Cornelius,V,Townsend,M,cornelius.townsend@charter.net,Thomas Townsend,Melisa Townsend,4/26/2009,8.26,176165,High Point,MO
798646,Ms.,Patsy,N,Koch,F,patsy.koch@gmail.com,Wilfredo Koch,Kerry Koch,3/9/2010,7.39,87146,Atlanta,GA
451972,Hon.,Waldo,I,Shields,M,waldo.shields@aol.com,Clarence Shields,Shelly Shields,2/22/2012,5.43,62435,Wooton,KY
993675,Hon.,Damien,Z,Rose,M,damien.rose@gmail.com,Norman Rose,Earnestine Rose,12/17/2005,11.62,161871,Five Forks,WV
807964,Mr.,Curt,Y,Bridges,M,curt.bridges@microsoft.com,Reid Bridges,Cecile Bridges,9/17/2011,5.87,97656,Monticello,FL
769123,Mr.,Brenton,N,Matthews,M,brenton.matthews@bellsouth.net,Billy Matthews,Lindsay Matthews,12/27/1994,22.6,98023,Green Camp,OH
395792,Hon.,Miguel,W,Finley,M,miguel.finley@gmail.com,Jaime Finley,Leola Finley,7/12/2004,13.05,103749,Kingfisher,OK
929791,Ms.,Esperanza,E,Paul,F,esperanza.paul@aol.com,Alonzo Paul,Hilda Paul,3/14/1990,27.39,176095,Lexington,VA
141326,Hon.,Patricia,C,Briggs,F,patricia.briggs@yahoo.com,Dalton Briggs,Sally Briggs,5/5/2000,17.24,160494,Easton,MD
232794,Dr.,Forrest,B,Noel,M,forrest.noel@hotmail.com,Johnie Noel,Judith Noel,4/5/1999,18.33,112988,Lee,FL
946835,Hon.,Marjorie,J,Wells,F,marjorie.wells@bp.com,Morton Wells,Frankie Wells,12/2/2005,11.66,128425,Baldwin City,KS
894936,Ms.,Vivian,T,Burnett,F,vivian.burnett@gmail.com,Stephen Burnett,Shana Burnett,9/6/2001,15.9,93355,Hampden Sydney,VA
946630,Mr.,Duncan,L,Chen,M,duncan.chen@yahoo.co.uk,Edmond Chen,Concetta Chen,11/2/2000,16.75,154843,West Palm Beach,FL
381338,Ms.,Miriam,A,Barrett,F,miriam.barrett@yahoo.ca,Rob Barrett,Imogene Barrett,3/8/2016,1.39,131543,Brady,TX
141178,Mr.,Adam,X,Kirby,M,adam.kirby@yahoo.ca,Harry Kirby,Phyllis Kirby,8/3/2015,1.99,107957,Potlatch,ID
169763,Prof.,Benjamin,X,Macdonald,M,benjamin.macdonald@gmail.com,Roberto Macdonald,Ursula Macdonald,4/20/1999,18.28,89172,Tribune,KS
326358,Mr.,Neil,U,Murray,M,neil.murray@apple.com,Boris Murray,Annmarie Murray,3/24/2016,1.35,84151,Milton,NH
185077,Ms.,Nichole,S,Oneil,F,nichole.oneil@shaw.ca,Darrel Oneil,Cynthia Oneil,3/24/2008,9.35,153345,Bangor,CA
901185,Mr.,Jonathon,M,Pearson,M,jonathon.pearson@yahoo.com,Mitch Pearson,Jimmie Pearson,8/17/2015,1.95,173372,Silver Spring,MD
264960,Dr.,Brent,J,Bryant,M,brent.bryant@aol.com,Melvin Bryant,Becky Bryant,12/30/1985,31.6,180468,Adamsville,TN
248449,Ms.,Carlene,E,Cain,F,carlene.cain@rediffmail.com,Jess Cain,Cheri Cain,6/25/2007,10.1,107647,Houston,TX
906870,Mr.,Arnulfo,M,Pittman,M,arnulfo.pittman@yahoo.ca,Erik Pittman,Lawanda Pittman,5/11/2002,15.22,190709,Auburn,PA
160503,Mr.,Nickolas,Z,Williams,M,nickolas.williams@gmail.com,Jarvis Williams,Leola Williams,6/15/2009,8.12,97725,Hanna,WY
212917,Prof.,Raymundo,W,Kramer,M,raymundo.kramer@aol.com,Kris Kramer,Jacklyn Kramer,7/1/2002,15.08,178073,Toast,NC
337955,Mr.,Jeremiah,W,Dotson,M,jeremiah.dotson@cox.net,Giovanni Dotson,Diana Dotson,1/21/2015,2.52,42840,Shauck,OH
171553,Mr.,Tanner,I,Matthews,M,tanner.matthews@rediffmail.com,Terence Matthews,Earnestine Matthews,12/7/2008,8.64,161106,Anchorage,AK
433510,Mr.,Dorian,A,Foster,M,dorian.foster@gmail.com,Abraham Foster,Robbie Foster,8/15/2009,7.96,98604,Canebrake,WV
970502,Drs.,Nora,I,Hansen,F,nora.hansen@yahoo.co.uk,Fredric Hansen,Mercedes Hansen,6/1/2004,13.16,159223,Woolstock,IA
668717,Hon.,Danial,F,Watts,M,danial.watts@hotmail.com,Sydney Watts,Bettye Watts,6/9/2013,4.14,188022,Joyce,WA
479832,Dr.,Nelson,H,Mcintosh,M,nelson.mcintosh@bp.com,Everett Mcintosh,Polly Mcintosh,7/15/2005,12.04,139662,Glen Saint Mary,FL
273645,Dr.,Manuel,J,Fulton,M,manuel.fulton@gmail.com,Van Fulton,Margret Fulton,6/29/2017,0.08,80629,Peabody,MA
266284,Hon.,Dominic,U,Henson,M,dominic.henson@aol.com,Edwin Henson,Jodie Henson,2/6/2003,14.48,180062,Sumner,MO
332802,Mr.,Lowell,M,Erickson,M,lowell.erickson@gmail.com,Zachariah Erickson,Beryl Erickson,10/23/2013,3.76,104764,Potter,NE
166615,Mrs.,Jayne,O,Coleman,F,jayne.coleman@yahoo.ca,Cyril Coleman,Leta Coleman,11/27/2010,6.67,171662,Norfolk,VA
953967,Mr.,Cornell,G,Daniel,M,cornell.daniel@yahoo.com,Linwood Daniel,Elinor Daniel,10/31/2004,12.75,197951,Woodhaven,NY
114425,Mrs.,Doris,G,Glenn,F,doris.glenn@yahoo.co.uk,Howard Glenn,Maxine Glenn,9/2/2002,14.91,188137,Blaine,KY
676618,Drs.,Tabatha,C,Gonzales,F,tabatha.gonzales@sbcglobal.net,Darrell Gonzales,Cindy Gonzales,8/7/2009,7.98,160421,Steelville,PA
581563,Prof.,Jerome,E,Foreman,M,jerome.foreman@verizon.net,Jarvis Foreman,Ramona Foreman,8/28/2015,1.92,125044,Cobalt,CT
925484,Mr.,Elton,L,Ferguson,M,elton.ferguson@ibm.com,Hung Ferguson,Gale Ferguson,5/9/2006,11.23,176750,Lombard,IL
328562,Mr.,Stacy,V,Jennings,M,stacy.jennings@gmail.com,Hal Jennings,Frankie Jennings,6/28/2006,11.09,134904,Enterprise,LA
759248,Dr.,Rory,V,Fowler,M,rory.fowler@shaw.ca,Frederick Fowler,Autumn Fowler,12/22/2004,12.61,70626,Templeton,PA
158543,Mr.,Greg,S,Kane,M,greg.kane@bp.com,Alfonzo Kane,Kris Kane,5/21/1992,25.2,62904,Turners Station,KY
275491,Dr.,Julian,Y,Russo,M,julian.russo@gmail.com,Jeff Russo,Jane Russo,1/27/1988,29.52,117739,Lisbon Center,ME
257927,Ms.,Agnes,J,Herman,F,agnes.herman@gmail.com,Miguel Herman,Katina Herman,1/4/1998,19.58,128225,Sugar City,CO
144114,Mrs.,Nancy,P,Gillespie,F,nancy.gillespie@ibm.com,Julio Gillespie,Ophelia Gillespie,2/3/2011,6.48,41796,Cypress,IL
262843,Mr.,Tyrone,N,Soto,M,tyrone.soto@yahoo.com,Danial Soto,Susanna Soto,10/26/2002,14.76,175995,Driftwood,PA
963676,Mr.,Bradley,L,Chan,M,bradley.chan@hotmail.com,Winston Chan,Iva Chan,12/2/2002,14.66,58663,Portland,OR
745672,Dr.,Emile,A,Love,M,emile.love@gmail.com,Timothy Love,Yvonne Love,1/23/2011,6.52,144867,Mears,VA
135089,Prof.,Zachary,G,Gregory,M,zachary.gregory@cox.net,Kenton Gregory,Georgina Gregory,7/14/2010,7.04,193629,Fairbanks,AK
593953,Drs.,Tara,A,Gutierrez,F,tara.gutierrez@aol.com,Warren Gutierrez,Simone Gutierrez,8/17/1995,21.96,115223,Zephyrhills,FL
169348,Mr.,Aubrey,T,Pugh,M,aubrey.pugh@gmail.com,Paul Pugh,Jimmie Pugh,3/1/2016,1.41,56797,Osprey,FL
976096,Mr.,Carroll,E,Sweeney,M,carroll.sweeney@walmart.com,Erin Sweeney,Tamara Sweeney,6/22/2016,1.1,103003,Saint Martin,MN
790389,Ms.,Claudette,W,Solomon,F,claudette.solomon@yahoo.com,Rodger Solomon,Darlene Solomon,7/24/2014,3.01,181603,Omaha,NE
143898,Mr.,Ricky,C,Bowers,M,ricky.bowers@hotmail.com,Doug Bowers,Janice Bowers,12/28/2008,8.59,124155,Mount Hope,AL
749765,Mr.,Brian,S,Fitzpatrick,M,brian.fitzpatrick@gmail.com,Darrel Fitzpatrick,Carrie Fitzpatrick,11/9/2007,9.72,151448,Orlando,FL
877422,Hon.,Nicholas,T,Branch,M,nicholas.branch@gmail.com,Rolland Branch,Deanna Branch,6/13/2013,4.13,134715,Pomona,CA
825343,Mrs.,Eileen,A,Hobbs,F,eileen.hobbs@gmail.com,Xavier Hobbs,Mercedes Hobbs,8/1/1994,23.01,139476,Oshkosh,WI
155570,Mr.,Colin,G,Wilson,M,colin.wilson@yahoo.com,Benny Wilson,Sheena Wilson,4/15/2002,15.3,131510,Conroe,TX
587361,Hon.,Rosario,W,Trevino,F,rosario.trevino@hotmail.co.uk,Nolan Trevino,Alyssa Trevino,6/30/2001,16.09,46453,Chattahoochee,FL
191240,Mr.,Salvador,Q,Gutierrez,M,salvador.gutierrez@hotmail.com,Zachariah Gutierrez,Kathrine Gutierrez,1/24/2016,1.51,98487,Huddy,KY
404070,Prof.,Aldo,J,Medina,M,aldo.medina@gmail.com,Adolfo Medina,Darcy Medina,10/4/2009,7.82,61791,Linton,ND
192175,Dr.,Bret,J,Blevins,M,bret.blevins@gmail.com,Mickey Blevins,Marie Blevins,7/11/2015,2.05,163665,Vassar,MI
825853,Hon.,Dominic,H,Mosley,M,dominic.mosley@gmail.com,Jesse Mosley,Deana Mosley,7/27/2017,0.0,112683,Vancouver,WA
430843,Ms.,Karina,J,Owens,F,karina.owens@gmail.com,Francis Owens,Sheri Owens,6/30/1984,33.1,91713,Centerville,SD
597805,Hon.,Marquis,R,Perkins,M,marquis.perkins@aol.com,Gil Perkins,Kelley Perkins,4/7/2012,5.31,186371,Manchester,NY
651120,Mr.,Damon,G,Solomon,M,damon.solomon@aol.com,Grant Solomon,Louisa Solomon,5/10/2008,9.22,157154,Stacy,MN
995242,Mr.,Leonel,K,Atkins,M,leonel.atkins@hotmail.com,Roderick Atkins,Rena Atkins,7/27/2017,0.0,190537,Isaban,WV
839558,Mr.,Teddy,A,Merritt,M,teddy.merritt@msn.com,Garry Merritt,Louella Merritt,5/15/2010,7.21,43192,Timblin,PA
398788,Ms.,Alexandria,Y,Long,F,alexandria.long@hotmail.com,Gregorio Long,Katharine Long,11/16/2010,6.7,136817,Cooksville,IL
166790,Ms.,Margaret,C,Reilly,F,margaret.reilly@yahoo.com,Elmer Reilly,Kasey Reilly,1/8/1995,22.57,131166,Plant City,FL
581261,Dr.,Willis,L,Rose,M,willis.rose@gmail.com,Lazaro Rose,Lorene Rose,12/25/2010,6.59,192446,Freeman,VA
793523,Prof.,Donovan,O,Bowman,M,donovan.bowman@hotmail.com,Sebastian Bowman,Opal Bowman,9/16/2011,5.87,145629,Monroe,ME
178602,Mrs.,Kristina,Q,Mcgowan,F,kristina.mcgowan@gmail.com,Brad Mcgowan,Minnie Mcgowan,5/11/2007,10.22,185016,Merced,CA
346662,Mr.,Garth,I,Clarke,M,garth.clarke@yahoo.com,Willard Clarke,Herminia Clarke,11/7/2015,1.72,80047,Phyllis,KY
817037,Mr.,Martin,W,Buchanan,M,martin.buchanan@charter.net,Aubrey Buchanan,Petra Buchanan,7/14/2001,16.05,105374,Centre,AL
648913,Mr.,Irwin,D,Jenkins,M,irwin.jenkins@aol.com,Rodney Jenkins,Concetta Jenkins,5/23/2013,4.18,48133,Traverse City,MI
924281,Mr.,Reynaldo,P,Sosa,M,reynaldo.sosa@gmail.com,Alec Sosa,Ana Sosa,5/3/1989,28.25,153633,Jamaica,NY
951857,Drs.,Sherri,T,Snyder,F,sherri.snyder@gmail.com,Dominic Snyder,Leanna Snyder,8/21/2013,3.94,65798,Saint Louis,MO
474759,Mr.,Johnny,E,Dunlap,M,johnny.dunlap@gmail.com,Ashley Dunlap,Terri Dunlap,7/15/2012,5.04,193315,Irwinville,GA
144715,Mr.,Earnest,X,Kirk,M,earnest.kirk@gmail.com,Tod Kirk,Ava Kirk,9/21/2005,11.86,168726,Masardis,ME
141086,Dr.,Bernardo,Q,Mcdowell,M,bernardo.mcdowell@gmail.com,Jarrett Mcdowell,Rosario Mcdowell,4/24/2003,14.27,118615,Hollywood,FL
633255,Hon.,Yvette,U,Warner,F,yvette.warner@yahoo.com,Loren Warner,Jill Warner,7/9/2017,0.05,190579,Orviston,PA
768457,Mr.,Robby,U,Jordan,M,robby.jordan@comcast.net,Reuben Jordan,Althea Jordan,3/12/2007,10.39,119793,Metaline,WA
583282,Mrs.,Carolina,Y,Coleman,F,carolina.coleman@aol.com,Earl Coleman,Goldie Coleman,7/1/2016,1.07,166828,Sanford,FL
421955,Ms.,Sonia,X,Cook,F,sonia.cook@gmail.com,Scotty Cook,Marva Cook,12/25/2012,4.59,191691,Pearisburg,VA
556491,Prof.,Larry,C,Tran,M,larry.tran@gmail.com,Hunter Tran,Lorna Tran,3/15/2007,10.38,129203,Pliny,WV
701223,Ms.,Esmeralda,P,Grant,F,esmeralda.grant@yahoo.com,Oliver Grant,Lucinda Grant,1/24/2013,4.51,190367,Shullsburg,WI
122005,Hon.,Candy,K,Singleton,F,candy.singleton@hotmail.com,Russ Singleton,Nadine Singleton,4/11/2017,0.3,175771,Wetumpka,AL
461385,Mrs.,Emma,E,Obrien,F,emma.obrien@gmail.com,Cameron Obrien,Michele Obrien,12/2/2012,4.65,182870,Briggsville,WI
249180,Dr.,Scot,M,Beach,M,scot.beach@sbcglobal.net,Ivan Beach,Elvia Beach,6/29/2010,7.08,141641,Pocahontas,IA
634658,Mr.,Rolland,D,Mendoza,M,rolland.mendoza@yahoo.com,Daren Mendoza,Magdalena Mendoza,1/26/2015,2.5,75123,Jackson,MS
842752,Mrs.,Tommie,B,Sanchez,F,tommie.sanchez@gmail.com,Agustin Sanchez,Brittney Sanchez,9/25/1997,19.85,155291,Wedowee,AL
513773,Prof.,Jessie,N,Cortez,M,jessie.cortez@exxonmobil.com,Hollis Cortez,Katelyn Cortez,4/16/2016,1.28,102944,Clearwater,FL
781472,Mr.,Isiah,T,Guthrie,M,isiah.guthrie@bellsouth.net,Adrian Guthrie,Trisha Guthrie,5/6/2009,8.23,45519,Heber City,UT
747200,Mrs.,Janelle,Q,Gill,F,janelle.gill@gmail.com,Santos Gill,Marissa Gill,7/13/1999,18.05,131182,Falls Church,VA
932425,Mr.,Christoper,Y,Haynes,M,christoper.haynes@yahoo.com,Mathew Haynes,Bertie Haynes,2/24/2014,3.42,84029,Speaks,TX
962851,Ms.,Kathie,E,Kirby,F,kathie.kirby@sbcglobal.net,Dwayne Kirby,Nona Kirby,7/30/2011,6.0,65985,Santa Teresa,NM
168829,Ms.,Antonia,H,Kinney,F,antonia.kinney@gmail.com,Hans Kinney,Deirdre Kinney,5/26/2006,11.18,148623,Fort Lauderdale,FL
603575,Ms.,Ophelia,V,Wagner,F,ophelia.wagner@ibm.com,Galen Wagner,Mabel Wagner,11/25/2013,3.67,45192,Scottsdale,AZ
419075,Mrs.,Hallie,G,Cervantes,F,hallie.cervantes@aol.com,Burton Cervantes,Georgia Cervantes,4/3/2016,1.32,192037,Se Ree,KY
224473,Ms.,Adriana,R,Mcfarland,F,adriana.mcfarland@outlook.com,Harold Mcfarland,Alison Mcfarland,1/10/2000,17.56,71847,Gordon,NE
552582,Hon.,Jana,L,Weiss,F,jana.weiss@gmail.com,Winston Weiss,Angel Weiss,6/3/2000,17.16,141390,Athens,GA
724235,Mr.,Quentin,J,Benson,M,quentin.benson@gmail.com,Kermit Benson,Blanche Benson,4/17/2013,4.28,75837,Chippewa Falls,WI
908007,Mrs.,Debra,S,Pena,F,debra.pena@ibm.com,Theron Pena,Faye Pena,9/17/2015,1.86,113267,Kossuth,PA
871610,Mr.,Kenton,I,Moreno,M,kenton.moreno@shell.com,Emmett Moreno,Kristie Moreno,1/8/2016,1.55,148664,Highland Park,IL
491595,Prof.,Ian,O,Alvarado,M,ian.alvarado@aol.com,Isaac Alvarado,Effie Alvarado,12/27/1998,18.6,109416,Huntsville,AL
821474,Mr.,Jasper,F,Lucas,M,jasper.lucas@yahoo.co.in,Vern Lucas,Ann Lucas,2/12/2003,14.47,96328,Greeley,KS
206783,Hon.,Brock,X,Roberts,M,brock.roberts@yahoo.co.in,Humberto Roberts,Lelia Roberts,1/8/1991,26.57,158082,Gary,WV
870463,Mr.,Salvador,S,Deleon,M,salvador.deleon@hotmail.com,Garland Deleon,Stephanie Deleon,2/21/1995,22.45,55351,Riverdale,IL
809491,Mr.,Terence,U,Giles,M,terence.giles@yahoo.com,Lynn Giles,Colleen Giles,6/12/2010,7.13,145954,Montevallo,AL
924427,Mr.,Dario,O,Townsend,M,dario.townsend@yahoo.com,Williams Townsend,Bridget Townsend,1/27/1994,23.52,116911,Torrance,CA
505780,Drs.,Ester,Z,Houston,F,ester.houston@ibm.com,Jeffrey Houston,Julie Houston,7/1/2007,10.08,65748,Arendtsville,PA
149904,Ms.,Leanne,R,Mcmahon,F,leanne.mcmahon@shaw.ca,Royal Mcmahon,Vivian Mcmahon,5/8/1985,32.24,144108,Brookton,ME
886315,Dr.,Valentin,S,Montoya,M,valentin.montoya@aol.com,Laurence Montoya,Kayla Montoya,1/5/1997,20.57,164411,Kingston,TN
948512,Mr.,Jared,Q,Shepherd,M,jared.shepherd@ntlworld.com,Dan Shepherd,Katelyn Shepherd,5/10/2017,0.22,47359,Dewittville,NY
780963,Mrs.,Jami,P,Cantrell,F,jami.cantrell@hotmail.com,Darius Cantrell,Deloris Cantrell,4/20/2007,10.28,196942,Country Club Hills,IL
282037,Mr.,Bruno,M,Whitney,M,bruno.whitney@sbcglobal.net,Denny Whitney,Darcy Whitney,4/4/2010,7.32,182912,Killen,AL
505758,Mr.,Garland,Q,Watkins,M,garland.watkins@apple.com,Wendell Watkins,Kaye Watkins,9/26/2008,8.84,70852,Kopperl,TX
